🗂️ Rapport de cohérence - 2025-05-01T19:47:46.130Z

[686] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-314-686 | Slug: lait-infantile-bio-everymilk-3-croissance-de-10-mois-à-3-ans--- | Name: Lait Infantile Bio Everymilk 3 Croissance De 10 Mois À 3 Ans - 
[1911] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1274-1911 | Slug: 4-set-bébé-toddler-ustensiles-en-acier-inoxydable-silicone-argenterie-cuillère-fourchette-pour-bébé-toddler | Name: 4 Set Bébé Toddler Ustensiles En Acier Inoxydable Silicone Argenterie Cuillère Fourchette Pour Bébé Toddler
[1912] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1275-1912 | Slug: lot-de-6-cuillères-en-silicone-pour-bébé---ustensiles-d'alimentation-autonomes-6+-mois | Name: Lot De 6 Cuillères En Silicone Pour Bébé - Ustensiles D'alimentation Autonomes 6+ Mois
[1913] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1276-1913 | Slug: set-de-2-couverts-ergonommiques-vert | Name: Set De 2 Couverts Ergonommiques Vert
[1914] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1277-1914 | Slug: set-de-3-couverts-ergonomiques-rose-inox | Name: Set De 3 Couverts Ergonomiques Rose Inox
[1915] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1278-1915 | Slug: set-de-3-cuillières-d'apprentissage-gris | Name: Set De 3 Cuillières D'apprentissage Gris
[1916] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1279-1916 | Slug: set-de-3-cuillières-d'apprentissage-rose | Name: Set De 3 Cuillières D'apprentissage Rose
[1917] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1280-1917 | Slug: set-de-3-cuillières-d'apprentissage-sable | Name: Set De 3 Cuillières D'apprentissage Sable
[1918] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1281-1918 | Slug: set-de-2-couverts-ergonommiques-rose | Name: Set De 2 Couverts Ergonommiques Rose
[1919] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1282-1919 | Slug: set-de-3-couverts-ergonomiques-gris-inox | Name: Set De 3 Couverts Ergonomiques Gris Inox
[1920] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1283-1920 | Slug: set-de-3-couverts-ergonomiques-turquoise-inox | Name: Set De 3 Couverts Ergonomiques Turquoise Inox
[1921] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1284-1921 | Slug: verre-pour-bébé-bleu-pastel | Name: Verre Pour Bébé Bleu Pastel
[1922] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1285-1922 | Slug: verre-pour-bébé-rose-pastel | Name: Verre Pour Bébé Rose Pastel
[1923] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1286-1923 | Slug: baby-calin---bavoir-imperméable-hérisson-avec-poche---6-mois | Name: Baby Calin - Bavoir Imperméable Hérisson Avec Poche - 6 Mois
[1924] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1287-1924 | Slug: baby-calin---lot-de-3-bavoirs-danse,-patin,-poney-6-mois | Name: Baby Calin - Lot De 3 Bavoirs Danse, Patin, Poney 6 Mois
[1925] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1288-1925 | Slug: babycalin-sophie-la-girafe-lot-de-7-bavoirs-naissance---20-x-25-cm-multicolore | Name: Babycalin Sophie La Girafe Lot De 7 Bavoirs Naissance - 20 X 25 Cm Multicolore
[1926] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1289-1926 | Slug: baby-calin---bavoir-imperméable-avec-poche-mickey---6-mois | Name: Baby Calin - Bavoir Imperméable Avec Poche Mickey - 6 Mois
[1927] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1290-1927 | Slug: doomoo-coussin-de-maternité-et-d'allaitement-buddy---confort-optimal-pour-maman-et-bébé,-mushrooms | Name: Doomoo Coussin De Maternité Et D'allaitement Buddy - Confort Optimal Pour Maman Et Bébé, Mushrooms
[1928] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1291-1928 | Slug: coussin-d'allaitement-babymoov | Name: Coussin D'allaitement Babymoov
[1929] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1292-1929 | Slug: doomoo-coussin-de-maternité-et-d'allaitement-buddy---confort-optimal-pour-maman-et-bébé,-tetra-jersey-green | Name: Doomoo Coussin De Maternité Et D'allaitement Buddy - Confort Optimal Pour Maman Et Bébé, Tetra Jersey Green
[1930] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1293-1930 | Slug: doomoo-coussin-de-maternité-et-d'allaitement-buddy---confort-optimal-pour-maman-et-bébé,-silver-dots | Name: Doomoo Coussin De Maternité Et D'allaitement Buddy - Confort Optimal Pour Maman Et Bébé, Silver Dots
[1931] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1294-1931 | Slug: babysom---coussin-de-maternité-evolutif-:-grossesse---allaitement---éveil-de-bébé | Name: Babysom - Coussin De Maternité Evolutif : Grossesse - Allaitement - Éveil De Bébé
[1932] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1295-1932 | Slug: cuillère-souple-douce-0-à-36-mois-badabulle | Name: Cuillère souple douce 0 à 36 mois BADABULLE
[1933] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1296-1933 | Slug: goupillon-vert-badabulle | Name: Goupillon vert BADABULLE
[1934] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1297-1934 | Slug: badabulle-lot-de-2-bavoirs-souples,-impérméables-avec-récupérateur,-de-0-a-3-ans | Name: Badabulle Lot De 2 Bavoirs Souples, Impérméables Avec Récupérateur, De 0 A 3 Ans
[1935] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1298-1935 | Slug: bambisol-chaise-haute-bébé-evolutive-|-pliage-ultra-compact-|-vert-tilleul | Name: Bambisol Chaise Haute Bébé Evolutive | Pliage Ultra-compact | Vert Tilleul
[1936] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1299-1936 | Slug: bambisol-chaise-haute-bébé-evolutive-pliable-|-roulettes-|-zen-gris | Name: Bambisol Chaise Haute Bébé Evolutive Pliable | Roulettes | Zen Gris
[1937] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1300-1937 | Slug: bambisol-rehausseur-de-chaise-enfant-|-mini-chaise-camping-|-noir | Name: Bambisol Rehausseur De Chaise Enfant | Mini-chaise Camping | Noir
[1938] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1301-1938 | Slug: bambisol-chaise-haute-bébé-pliable-fixe-|-ultra-compacte-et-légère-|-les-acrobates | Name: Bambisol Chaise Haute Bébé Pliable Fixe | Ultra Compacte Et Légère | Les Acrobates
[1939] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1302-1939 | Slug: beaba,-babycook-solo,-robot-bébé-4-en-1,-cuiseur,-mixeur---gris | Name: Beaba, Babycook Solo, Robot Bébé 4 En 1, Cuiseur, Mixeur - Gris
[1940] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1303-1940 | Slug: beaba-maxi-portion-tritan,-pot-de-conservation-bébé,-plastique-premium---240ml---nude | Name: Beaba Maxi Portion Tritan, Pot De Conservation Bébé, Plastique Premium - 240ml - Nude
[1941] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1304-1941 | Slug: beaba-portion-verre-150-ml-pink | Name: Beaba Portion Verre 150 Ml Pink
[1942] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1305-1942 | Slug: beaba-babycook-neo-1,25-l-bleu,-blanc | Name: Beaba Babycook Neo 1,25 L Bleu, Blanc
[1943] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1306-1943 | Slug: beaba,-babycook-solo,-robot-bébé-4-en-1,-cuiseur,-mixeur---eucalyptus | Name: Beaba, Babycook Solo, Robot Bébé 4 En 1, Cuiseur, Mixeur - Eucalyptus
[1944] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1307-1944 | Slug: beaba,-verre-ventouse-pour-enfant,-100%-silicone,-matiere-douce-et-tres-resistante | Name: Beaba, Verre Ventouse Pour Enfant, 100% Silicone, Matiere Douce Et Tres Resistante
[1945] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1308-1945 | Slug: beaba-lot-de-2-cuilleres-1er-âge-silicone-avec-boite-de-transport-old-pink-set | Name: Beaba Lot De 2 Cuilleres 1er Âge Silicone Avec Boite De Transport Old Pink Set
[1946] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1309-1946 | Slug: beaba,-set-de-2-couverts-ergonomiques-2eme-âge,-light-mist | Name: Beaba, Set De 2 Couverts Ergonomiques 2eme Âge, Light Mist
[1947] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1310-1947 | Slug: beaba,-bavoir-coton-hérisson | Name: Beaba, Bavoir Coton Hérisson
[1948] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1311-1948 | Slug: beaba-livre-mes-premiers-repas-avec-babycook---version-eng | Name: Beaba Livre Mes Premiers Repas Avec Babycook - Version Eng
[1949] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1312-1949 | Slug: robot-culinaire-béaba-912860 | Name: Robot Culinaire Béaba 912860
[1950] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1313-1950 | Slug: baby-milk-second,-chauffe-biberon-vapeur,-night-blue | Name: Baby Milk Second, Chauffe Biberon Vapeur, Night Blue
[1951] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1314-1951 | Slug: beaba-portion-verre-250-ml-old-pink | Name: Beaba Portion Verre 250 Ml Old Pink
[1952] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1315-1952 | Slug: beaba-portion-de-conservation-inox-isotherme-300-ml-(light-mist/eucalyptus-green) | Name: Beaba Portion De Conservation Inox Isotherme 300 Ml (light Mist/eucalyptus Green)
[1953] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1316-1953 | Slug: beaba-biberon-dapprentissage-2-en-1-210-ml---old-pink | Name: Beaba Biberon Dapprentissage 2 En 1 210 Ml - Old Pink
[1954] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1317-1954 | Slug: beaba,-bavoir-silicone-airy-green | Name: Beaba, Bavoir Silicone Airy Green
[1955] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1318-1955 | Slug: beaba,-coffret-repas-silicone-bébé,-avec-ventouse,-anti-dérapant,-4-pieces | Name: Beaba, Coffret Repas Silicone Bébé, Avec Ventouse, Anti-dérapant, 4 Pieces
[1956] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1319-1956 | Slug: beaba-egoutte-biberons-arbre,-gris | Name: Beaba Egoutte-biberons Arbre, Gris
[1957] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1320-1957 | Slug: beaba-egoutte-biberon-pliable-flower,-gris | Name: Beaba Egoutte Biberon Pliable Flower, Gris
[1958] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1321-1958 | Slug: beaba-tasse-evoluclip-3-en-1-old-pink | Name: Beaba Tasse Evoluclip 3 En 1 Old Pink
[1959] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1322-1959 | Slug: beaba-tasse-evoluclip-3-en-1-airy-green | Name: Beaba Tasse Evoluclip 3 En 1 Airy Green
[1960] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1323-1960 | Slug: beaba-biberon-dapprentissage-2-en-1-210-ml---windy-blue | Name: Beaba Biberon Dapprentissage 2 En 1 210 Ml - Windy Blue
[1961] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1324-1961 | Slug: béaba,-bol-ventouse-pour-enfant,-100%-silicone,-matiere-douce-et-tres-résistante | Name: Béaba, Bol Ventouse Pour Enfant, 100% Silicone, Matiere Douce Et Tres Résistante
[1962] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1325-1962 | Slug: bebelissimo---chaise-haute-bébé---évolutive---réglable---en-bois---2-en-1-–-6-mois-jusqu’à-5-ans---gris | Name: Bebelissimo - Chaise Haute Bébé - Évolutive - Réglable - En Bois - 2 En 1 – 6 Mois Jusqu’à 5 Ans - Gris
[1963] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1326-1963 | Slug: bebelissimo---chaise-haute-évolutive-en-bois---3-en-1-–-6-mois-jusqu’à-5-ans---réhausseur-rose | Name: Bebelissimo - Chaise Haute Évolutive En Bois - 3 En 1 – 6 Mois Jusqu’à 5 Ans - Réhausseur Rose
[1964] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1327-1964 | Slug: bebelissimo---chaise-haute-2-en-1---evolutive---réglable---bois-de-hêtre---pu-cuir---gris-foncé--ha-032---new-design | Name: Bebelissimo - Chaise Haute 2 En 1 - Evolutive - Réglable - Bois De Hêtre - Pu Cuir - Gris Foncé -ha-032 - New Design
[1965] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1328-1965 | Slug: bebelissimo---chaise-haute-5-en-1---evolutive---réglable---bois-de-hêtre---pvc-cuir---rose---bz--511---new-design | Name: Bebelissimo - Chaise Haute 5 En 1 - Evolutive - Réglable - Bois De Hêtre - Pvc Cuir - Rose - Bz -511 - New Design
[1966] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1329-1966 | Slug: bebelissimo---chaise-haute-bébé-evolutive--dès-6-mois-jusqu’à-20kg--disco-pinguin---hauteur-réglable---rose | Name: Bebelissimo - Chaise Haute Bébé Evolutive -dès 6 Mois Jusqu’à 20kg -disco Pinguin - Hauteur Réglable - Rose
[1967] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1330-1967 | Slug: bebelissimo---chaise-haute-bébé---évolutive---réglable---en-bois---2-en-1-–-6-mois-jusqu’à-5-ans---vert | Name: Bebelissimo - Chaise Haute Bébé - Évolutive - Réglable - En Bois - 2 En 1 – 6 Mois Jusqu’à 5 Ans - Vert
[1968] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1331-1968 | Slug: bebelissimo---chaise-haute-évolutive-en-bois---3-en-1-–-6-mois-jusqu’à-5-ans---réhausseur-gris | Name: Bebelissimo - Chaise Haute Évolutive En Bois - 3 En 1 – 6 Mois Jusqu’à 5 Ans - Réhausseur Gris
[1969] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1332-1969 | Slug: bebelissimo---chaise-haute-2-en-1---evolutive---réglable---bois-de-hêtre---pu-cuir---vert--ha-032---new-design | Name: Bebelissimo - Chaise Haute 2 En 1 - Evolutive - Réglable - Bois De Hêtre - Pu Cuir - Vert -ha-032 - New Design
[1970] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1333-1970 | Slug: bebelissimo---chaise-haute-évolutive-bébé---pliable---compacte---réglable-hauteur---de-6-mois-à-3-ans-(15kg)---rose | Name: Bebelissimo - Chaise Haute Évolutive Bébé - Pliable - Compacte - Réglable Hauteur - De 6 Mois À 3 Ans (15kg) - Rose
[1971] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1334-1971 | Slug: bebelissimo---chaise-haute-évolutive-bébé---pliable---compacte---réglable-hauteur---de-6-mois-à-3-ans-(15kg)---gris | Name: Bebelissimo - Chaise Haute Évolutive Bébé - Pliable - Compacte - Réglable Hauteur - De 6 Mois À 3 Ans (15kg) - Gris
[1972] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1335-1972 | Slug: bebelissimo---chaise-haute-évolutive-bébé---pliable---compacte---réglable-hauteur---de-6-mois-à-3-ans-(15kg)---vert | Name: Bebelissimo - Chaise Haute Évolutive Bébé - Pliable - Compacte - Réglable Hauteur - De 6 Mois À 3 Ans (15kg) - Vert
[1973] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1336-1973 | Slug: chaise-haute-bleu-bo-jungle | Name: Chaise Haute Bleu Bo Jungle
[1974] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1337-1974 | Slug: candide---coussin-de-maternité-multirelax-jersey-gris-chiné/étoiles | Name: Candide - Coussin De Maternité Multirelax Jersey Gris Chiné/étoiles
[1975] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1338-1975 | Slug: candide---coussin-de-maternité-multirelax-soft-boa-gris-clair/écru | Name: Candide - Coussin De Maternité Multirelax Soft Boa Gris Clair/écru
[1976] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1339-1976 | Slug: bavoir-couleur-taupe-37x50-cm---centex | Name: Bavoir Couleur Taupe 37x50 Cm - Centex
[1977] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1340-1977 | Slug: assiette-creuse-à-rebord-dès-6-mois-chicco | Name: Assiette creuse à rebord dès 6 mois CHICCO
[1978] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1341-1978 | Slug: chicco-easy-meal-cuiseur-vapeur-1-nombre-de-paniers-pose-libre-500-w-vert,-blanc | Name: Chicco Easy Meal Cuiseur Vapeur 1 Nombre De Paniers Pose Libre 500 W Vert, Blanc
[1979] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1342-1979 | Slug: chicco-biberon-bien-etre-150ml---tétine-silicone---flux-lent---0m+---rose | Name: Chicco-biberon Bien-etre 150ml - Tétine Silicone - Flux Lent - 0m+ - Rose
[1980] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1343-1980 | Slug: chicco-4-récipients-pour-lait-maternel | Name: Chicco 4 Récipients Pour Lait Maternel
[1981] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1344-1981 | Slug: chicco-ensemble-assiettes-plate-&-creuse-décorées-x2-assortiment-de-coloris | Name: Chicco Ensemble Assiettes Plate & Creuse Décorées X2 Assortiment De Coloris
[1982] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1345-1982 | Slug: chicco-lot-de-3-bavoirs-décorés-chat-rose-ou-lot-de-3-renard-turquoise-6m+ | Name: Chicco Lot De 3 Bavoirs Décorés Chat Rose Ou Lot De 3 Renard Turquoise 6m+
[1983] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1346-1983 | Slug: chicco-chaise-haute-polly-progres5-4-roues---anthracite---des-la-naissance | Name: Chicco Chaise Haute Polly Progres5 4 Roues - Anthracite - Des La Naissance
[1984] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1347-1984 | Slug: chicco-polly-magic-relax | Name: Chicco Polly Magic Relax
[1985] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1348-1985 | Slug: chicco---chaise-haute-polly-2-start-lion | Name: Chicco - Chaise Haute Polly 2 Start Lion
[1986] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1349-1986 | Slug: chicco-tablette-et-protection-pour-baby-hug-4-in-1-(transat-non-inclus) | Name: Chicco Tablette Et Protection Pour Baby Hug 4 In 1 (transat Non Inclus)
[1987] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1350-1987 | Slug: chicco-polly-magic-relax | Name: Chicco Polly Magic Relax
[1988] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1351-1988 | Slug: chicco-biberon-bien-etre-150ml---tétine-silicone---flux-lent---0m+---bleu | Name: Chicco-biberon Bien-etre 150ml - Tétine Silicone - Flux Lent - 0m+ - Bleu
[1989] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1352-1989 | Slug: chicco-barre-de-jeu-et-coussin-réducteur-pour-chaises-polly-progres5-et-polly-2-start | Name: Chicco Barre De Jeu Et Coussin Réducteur Pour Chaises Polly Progres5 Et Polly 2 Start
[1990] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1353-1990 | Slug: chicco-coussinets-d'allaitement-x30 | Name: Chicco Coussinets D'allaitement X30
[1991] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1354-1991 | Slug: chicco-rehausseur-pocket-snack-violetta | Name: Chicco Rehausseur Pocket Snack Violetta
[1992] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1355-1992 | Slug: chicco-rehausseur-chairy-sweetdog | Name: Chicco Rehausseur Chairy Sweetdog
[1993] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1356-1993 | Slug: chicco-biberon-bien-etre-250ml---tétine-silicone---flux-moyen---2m+---rose | Name: Chicco-biberon Bien-etre 250ml - Tétine Silicone - Flux Moyen - 2m+ - Rose
[1994] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1357-1994 | Slug: chicco---chaise-haute-polly-magic-relax-moonstone | Name: Chicco - Chaise Haute Polly Magic Relax Moonstone
[1995] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1358-1995 | Slug: chicco-chaise-haute-polly-2-start-4-roues-miss-pink | Name: Chicco Chaise Haute Polly 2 Start 4 Roues Miss Pink
[1996] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1359-1996 | Slug: chicco-siege-de-table-graphite---pivotant-360° | Name: Chicco Siege De Table Graphite - Pivotant 360°
[1997] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1360-1997 | Slug: chicco-rehausseur-chairy-bunny | Name: Chicco Rehausseur Chairy Bunny
[1998] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1361-1998 | Slug: chicco-rehausseur-chairy-ladybug | Name: Chicco Rehausseur Chairy Ladybug
[1999] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1362-1999 | Slug: chicco---chaise-haute-polly-2-start-froggy | Name: Chicco - Chaise Haute Polly 2 Start Froggy
[2000] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1363-2000 | Slug: chaise-haute-avec-pare-chocs-2-en-1-evolu-2-transparent-childhome | Name: Chaise Haute Avec Pare-chocs 2-en-1 Evolu 2 Transparent Childhome
[2001] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1364-2001 | Slug: baby-shark-ensemble-couverts-inox-(fourchette,-cuillere) | Name: Baby Shark Ensemble Couverts Inox (fourchette, Cuillere)
[2002] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1365-2002 | Slug: ensemble-couverts-(fourchette,-cuillère)---jurassic-world | Name: Ensemble Couverts (fourchette, Cuillère) - Jurassic World
[2003] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1366-2003 | Slug: costway-chaise-haute-bébé-convertible2-en-1-forme-a-stable-hauteurréglable-avec-coussin-amovible | Name: Costway Chaise Haute Bébé Convertible2 En 1 Forme-a Stable Hauteurréglable Avec Coussin Amovible
[2004] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1367-2004 | Slug: costway-4-en-1-chaise-haute-bébé-convertible-plateau-réglable-en-4-etapes-peut-être-démonté | Name: Costway 4 En 1 Chaise Haute Bébé Convertible Plateau Réglable En 4 Etapes-peut Être Démonté
[2005] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1368-2005 | Slug: chaise-haute-pour-bébé,-avec-6-hauteurs-réglables-de-6-à-36-mois,-ceintures-de-sécurité-à-5-points | Name: Chaise Haute Pour Bébé, Avec 6 Hauteurs Réglables De 6 À 36 Mois, Ceintures De Sécurité À 5 Points
[2006] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1369-2006 | Slug: tétine-nn,-à-perçage-à-deux-trous-et-régulateurs-d'air---dbb-re | Name: Tétine Nn, À Perçage À Deux Trous Et Régulateurs D'air - Dbb Re
[2007] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1370-2007 | Slug: varitétine-3-positions-et-régulateurs-d'air---dbb-remond-(l'uni | Name: Varitétine 3 Positions Et Régulateurs D'air - Dbb Remond (l'uni
[2008] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1371-2008 | Slug: tétine-nn,-à-perçage-à-deux-trous-et-régulateurs-d'air---dbb-re | Name: Tétine Nn, À Perçage À Deux Trous Et Régulateurs D'air - Dbb Re
[2009] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1372-2009 | Slug: chaise-haute-pour-enfants-5-en-1-quuby-noir-deryan | Name: Chaise Haute Pour Enfants 5 En 1 Quuby Noir Deryan
[2010] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1373-2010 | Slug: disney---assiette-ovale-pour-bébé-déco-"mickey" | Name: Disney - Assiette Ovale Pour Bébé Déco "mickey"
[2011] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1374-2011 | Slug: minnie-bavoirs-1er-âge | Name: Minnie Bavoirs 1er Âge
